LOCALITY_PID,LOCALITY_NAME,LGA_CODE_2024,LGA_NAME_2024,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
loc00be660f1042,Panuara,10850,Blayney,1.00000000000000000000000000000000000000000000,Good,Good,0
loc00be7be37493,Oombabeer,32270,Central Highlands (Qld),1.00000000000000000000000000000000000000000000,Good,Good,0
loc00c7eab94e27,Rossmore,11450,Camden,0.24000000000000000000000000000000000000000000,Good,Good,0
loc00c7eab94e27,Rossmore,14900,Liverpool,0.76000000000000000000000000000000000000000000,Good,Good,0
loc00c9ed7af997,Ross River,37010,Townsville,1.00000000000000000000000000000000000000000000,Good,Good,0
loc00caf924ad8b,D'Aguilar,35010,Moreton Bay,1.00000000000000000000000000000000000000000000,Good,Good,0
loc00cdd0496038,Reedy Creek,33430,Gold Coast,1.00000000000000000000000000000000000000000000,Good,Good,0
loc00d0dcee29d9,Paskeville,40430,Barunga West,0.12000000000000000000000000000000000000000000,Good,Good,0
loc00d0dcee29d9,Paskeville,41560,Copper Coast,0.88000000000000000000000000000000000000000000,Good,Good,0
loc00d1503504f1,Glen Waverley,24970,Monash,1.00000000000000000000000000000000000000000000,Good,Good,0
loc00d819116c02,West Busselton,51260,Busselton,1.00000000000000000000000000000000000000000000,Good,Good,0
loc00ded3fc66d0,Dolphin Point,16950,Shoalhaven,1.00000000000000000000000000000000000000000000,Good,Good,0
loc00dfefe6aadb,Kununurra,59340,Wyndham-East Kimberley,1.00000000000000000000000000000000000000000000,Good,Good,0
loc00e2f99154ca,Wentworth Point,16260,Parramatta,1.00000000000000000000000000000000000000000000,Acceptable,Good,0
loc00e6e39d335b,Sailors Falls,22910,Hepburn,1.00000000000000000000000000000000000000000000,Good,Good,0
loc00ea79a8a5f6,Winnambool,26610,Swan Hill,1.00000000000000000000000000000000000000000000,Good,Good,0
loc00ed289410c1,O'Halloran Hill,44060,Marion,0.13000000000000000000000000000000000000000000,Good,Good,0
loc00ed289410c1,O'Halloran Hill,45340,Onkaparinga,0.87000000000000000000000000000000000000000000,Good,Good,0
loc00edea490164,North Balgowlah,15990,Northern Beaches,1.00000000000000000000000000000000000000000000,Good,Good,0
loc00f0949ea0ad,Sunbury,23270,Hume,1.00000000000000000000000000000000000000000000,Good,Good,0
loc00f17fd098b9,Nerrena,26170,South Gippsland,1.00000000000000000000000000000000000000000000,Good,Good,0
loc00f5e8d13dec,Franklyn,42110,Goyder,1.00000000000000000000000000000000000000000000,Good,Good,0
loc00f9bddd442c,Alberta,30370,Banana,1.00000000000000000000000000000000000000000000,Good,Good,0
loc00f9bf6d3434,Little Jilliby,11650,Central Coast (NSW),1.00000000000000000000000000000000000000000000,Good,Good,0
loc0105ed6bf8c5,Pine Mountain,33960,Ipswich,1.00000000000000000000000000000000000000000000,Good,Good,0
loc010b8605633b,Pheasant Creek,30370,Banana,1.00000000000000000000000000000000000000000000,Good,Good,0
loc0112542b2295,Marshall Mount,18450,Wollongong,1.00000000000000000000000000000000000000000000,Good,Good,0
loc0115c25c528c,Natimuk,23190,Horsham,1.00000000000000000000000000000000000000000000,Good,Good,0
loc01161b908add,Kilgra,14550,Kyogle,1.00000000000000000000000000000000000000000000,Good,Good,0
loc0125be3ace60,South Launceston,64010,Launceston,1.00000000000000000000000000000000000000000000,Good,Good,0
loc012bcda91df4,Shoal Bay,72300,Litchfield,1.00000000000000000000000000000000000000000000,Good,Good,0
loc0130f7b73580,Swanbourne,51750,Claremont,0.52000000000000000000000000000000000000000000,Acceptable,Good,0
loc0130f7b73580,Swanbourne,56580,Nedlands,0.48000000000000000000000000000000000000000000,Acceptable,Good,0
loc01321d0654f6,Phillip Bay,16550,Randwick,1.00000000000000000000000000000000000000000000,Good,Good,0
loc0135f55f5b30,Wheeny Creek,13800,Hawkesbury,1.00000000000000000000000000000000000000000000,Good,Good,0
loc013b7af36a79,Goodooga,11200,Brewarrina,1.00000000000000000000000000000000000000000000,Good,Good,0
loc01406c326fdf,Raby,11500,Campbelltown (NSW),1.00000000000000000000000000000000000000000000,Good,Good,0
loc0141dfbad4c8,Poowong North,20830,Baw Baw,0.12000000000000000000000000000000000000000000,Good,Good,0
loc0141dfbad4c8,Poowong North,26170,South Gippsland,0.88000000000000000000000000000000000000000000,Good,Good,0
loc0142a7e8b558,Tannum Sands,33360,Gladstone,1.00000000000000000000000000000000000000000000,Good,Good,0
loc0142d0700e9e,Dalysford,31820,Bundaberg,1.00000000000000000000000000000000000000000000,Good,Good,0
loc014436e29be5,Pelican Waters,36720,Sunshine Coast,1.00000000000000000000000000000000000000000000,Good,Good,0
loc0145836a53ce,Greenwith,47700,Tea Tree Gully,1.00000000000000000000000000000000000000000000,Good,Good,0
loc0146d9a23de1,Tusmore,40700,Burnside,1.00000000000000000000000000000000000000000000,Good,Good,0
loc01478eda4021,Braybrook,24330,Maribyrnong,1.00000000000000000000000000000000000000000000,Good,Good,0
loc01534aad5e22,Nulkaba,11720,Cessnock,1.00000000000000000000000000000000000000000000,Good,Good,0
loc0156508b3afe,Nurrabiel,23190,Horsham,1.00000000000000000000000000000000000000000000,Good,Good,0
loc01594a43adfa,Ob Flat,42250,Grant,0.84000000000000000000000000000000000000000000,Good,Good,0
loc01594a43adfa,Ob Flat,44620,Mount Gambier,0.16000000000000000000000000000000000000000000,Good,Good,0
loc01636b23f63e,Cape Woolamai,20740,Bass Coast,1.00000000000000000000000000000000000000000000,Good,Good,0
loc016450e38416,Elizabeth Park,45680,Playford,1.00000000000000000000000000000000000000000000,Good,Good,0
loc01686b129937,Traynors Lagoon,25810,Northern Grampians,1.00000000000000000000000000000000000000000000,Good,Good,0
loc01699d7adbaa,Birregurra,21750,Colac Otway,0.97000000000000000000000000000000000000000000,Good,Good,0
loc01699d7adbaa,Birregurra,26490,Surf Coast,0.03000000000000000000000000000000000000000000,Good,Good,0
loc016ebd9a05d4,Rozelle,14170,Inner West,1.00000000000000000000000000000000000000000000,Good,Good,0
loc016f1437298f,Merbein West,24780,Mildura,1.00000000000000000000000000000000000000000000,Good,Good,0
loc01730ee7c76d,Wirraminna,49399,Unincorporated SA,1.00000000000000000000000000000000000000000000,Good,Good,0
loc017383c3aae9,Byellee,33360,Gladstone,1.00000000000000000000000000000000000000000000,Good,Good,0
loc0176e11efd18,Mundic Creek,46670,Renmark Paringa,1.00000000000000000000000000000000000000000000,Good,Good,0
loc017cd395ee62,Mount Adrah,12160,Cootamundra-Gundagai,0.91000000000000000000000000000000000000000000,Good,Good,0
loc017cd395ee62,Mount Adrah,17080,Snowy Valleys,0.09000000000000000000000000000000000000000000,Good,Good,0
loc017db1055fd4,Hillcrest,45890,Port Adelaide Enfield,1.00000000000000000000000000000000000000000000,Good,Good,0
loc01962d7ff7d0,Cooroo Lands,32260,Cassowary Coast,1.00000000000000000000000000000000000000000000,Good,Good,0
loc01a2358e6e1d,Grasstree Hill,61410,Clarence,1.00000000000000000000000000000000000000000000,Good,Good,0
loc01b0a5377805,Monkey Mia,57770,Shark Bay,1.00000000000000000000000000000000000000000000,Good,Good,0
loc01b2571bfe68,Kingsholme,33430,Gold Coast,1.00000000000000000000000000000000000000000000,Good,Good,0
loc01b50f3cbbef,Errinundra,22110,East Gippsland,1.00000000000000000000000000000000000000000000,Good,Good,0
loc01b82ad09716,Wulkuraka,33960,Ipswich,1.00000000000000000000000000000000000000000000,Good,Good,0
loc01b8f1fc4dd2,Warrill View,36510,Scenic Rim,1.00000000000000000000000000000000000000000000,Good,Good,0
loc01baf6f9880e,East Lynne,12750,Eurobodalla,0.29000000000000000000000000000000000000000000,Good,Good,0
loc01baf6f9880e,East Lynne,16950,Shoalhaven,0.71000000000000000000000000000000000000000000,Good,Good,0
loc01c2784fcea2,Williamstown North,23110,Hobsons Bay,1.00000000000000000000000000000000000000000000,Good,Good,0
loc01cdfccda0db,Redmond West,50080,Albany,1.00000000000000000000000000000000000000000000,Good,Good,0
loc01d3e214d4c8,Cow Flat,10470,Bathurst,1.00000000000000000000000000000000000000000000,Good,Good,0
loc01d47ed99928,Angourie,11730,Clarence Valley,1.00000000000000000000000000000000000000000000,Good,Good,0
loc01d74ac3c49f,Duns Creek,16400,Port Stephens,1.00000000000000000000000000000000000000000000,Good,Good,0
loc01d9547b8c7c,Fitzgerald Bay,48540,Whyalla,1.00000000000000000000000000000000000000000000,Good,Good,0
loc01e74fe4bba0,Western Junction,64610,Northern Midlands,1.00000000000000000000000000000000000000000000,Good,Good,0
loc01ebfaaed97d,Bulga,17000,Singleton,1.00000000000000000000000000000000000000000000,Good,Good,0
loc01eca9f757f9,Pomona,35740,Noosa,1.00000000000000000000000000000000000000000000,Good,Good,0
loc01ee6d4bc0ce,Osborne Park,57910,Stirling,1.00000000000000000000000000000000000000000000,Good,Good,0
loc01effe413378,Alstonville,10250,Ballina,1.00000000000000000000000000000000000000000000,Good,Good,0
loc01f1ecd246a0,Friendly Beaches,62410,Glamorgan-Spring Bay,1.00000000000000000000000000000000000000000000,Good,Good,0
loc01f29e612a27,Cowcowing,59330,Wyalkatchem,1.00000000000000000000000000000000000000000000,Good,Good,0
loc01f4aeb5ece3,Royston,36580,Somerset,1.00000000000000000000000000000000000000000000,Good,Good,0
loc01f59701d602,Whipstick,22620,Greater Bendigo,1.00000000000000000000000000000000000000000000,Good,Good,0
loc01f8a17a4026,Peep Hill,42110,Goyder,1.00000000000000000000000000000000000000000000,Good,Good,0
loc01fcd5e2fb04,Wallaloo,25810,Northern Grampians,1.00000000000000000000000000000000000000000000,Good,Good,0
loc0202c85ee584,Mount Crosby,31000,Brisbane,1.00000000000000000000000000000000000000000000,Good,Good,0
loc0203d6d85b27,Wynn Vale,47700,Tea Tree Gully,1.00000000000000000000000000000000000000000000,Good,Good,0
loc020460c91572,Bethel,43650,Light,1.00000000000000000000000000000000000000000000,Good,Good,0
loc02096b320298,Pinelands,36910,Toowoomba,1.00000000000000000000000000000000000000000000,Good,Good,0
loc0213edea47bf,Nullawil,21270,Buloke,1.00000000000000000000000000000000000000000000,Good,Good,0
loc02143e7526bf,Bahgallah,22410,Glenelg,1.00000000000000000000000000000000000000000000,Good,Good,0
loc0215de94ef9e,Yandoit,22910,Hepburn,1.00000000000000000000000000000000000000000000,Good,Good,0
loc0218d151eee9,Alexander Heights,58760,Wanneroo,1.00000000000000000000000000000000000000000000,Good,Good,0
loc02199e927f06,Tinamba,26810,Wellington,1.00000000000000000000000000000000000000000000,Good,Good,0
loc022158d9dfd6,Craignish,33220,Fraser Coast,1.00000000000000000000000000000000000000000000,Good,Good,0
loc0222a44698a9,Woodchester,40220,Alexandrina,1.00000000000000000000000000000000000000000000,Good,Good,0
loc0229ddbbd5cd,Capeen Creek,14550,Kyogle,1.00000000000000000000000000000000000000000000,Good,Good,0
loc022e6c3c638e,Jericho,20830,Baw Baw,1.00000000000000000000000000000000000000000000,Good,Good,0
loc022f04ec5fa7,Silkwood,32260,Cassowary Coast,1.00000000000000000000000000000000000000000000,Good,Good,0
loc0230d351bb60,Onslow,50250,Ashburton,1.00000000000000000000000000000000000000000000,Good,Good,0
loc02314b4062ce,Leslie,36660,Southern Downs,1.00000000000000000000000000000000000000000000,Good,Good,0
loc0232dd12ac46,Wandsworth,10180,Armidale,0.64000000000000000000000000000000000000000000,Good,Good,0
loc0232dd12ac46,Wandsworth,14220,Inverell,0.36000000000000000000000000000000000000000000,Good,Good,0
loc02343f0beeb1,Doolandella,31000,Brisbane,1.00000000000000000000000000000000000000000000,Good,Good,0
loc023bd7cfefbb,Christmas Hills,61210,Circular Head,1.00000000000000000000000000000000000000000000,Good,Good,0
loc023cc4f21baa,Forster,15240,Mid-Coast,1.00000000000000000000000000000000000000000000,Good,Good,0
loc023d92887e08,Maidenhead,33610,Goondiwindi,1.00000000000000000000000000000000000000000000,Good,Good,0
loc02406a3fcbc9,Glenfield,11500,Campbelltown (NSW),1.00000000000000000000000000000000000000000000,Good,Good,0
loc0244edb29dea,Gre Gre,25810,Northern Grampians,1.00000000000000000000000000000000000000000000,Good,Good,0
loc02464fdc35c1,Bambaroo,33800,Hinchinbrook,1.00000000000000000000000000000000000000000000,Good,Good,0
loc0246752b9952,Araluen,70200,Alice Springs,1.00000000000000000000000000000000000000000000,Good,Good,0
loc02490589c681,Rouchel,17620,Upper Hunter,1.00000000000000000000000000000000000000000000,Good,Good,0
loc024ee609be60,Spalford,60810,Central Coast (Tas.),1.00000000000000000000000000000000000000000000,Good,Good,0
loc024f6af2bb5d,Dobies Bight,14550,Kyogle,0.33000000000000000000000000000000000000000000,Good,Good,0
loc024f6af2bb5d,Dobies Bight,16610,Richmond Valley,0.67000000000000000000000000000000000000000000,Good,Good,0
loc025c42fd6114,Drummond North,22910,Hepburn,0.97000000000000000000000000000000000000000000,Good,Good,0
loc025c42fd6114,Drummond North,25430,Mount Alexander,0.03000000000000000000000000000000000000000000,Good,Good,0
loc025dead673cc,Parkdale,23430,Kingston (Vic.),1.00000000000000000000000000000000000000000000,Good,Good,0
loc02634b305072,Mallowa,15300,Moree Plains,1.00000000000000000000000000000000000000000000,Good,Good,0
loc026581c7d572,Munglinup,57420,Ravensthorpe,1.00000000000000000000000000000000000000000000,Good,Good,0
loc026adfdc5bdf,Horsnell Gully,40120,Adelaide Hills,1.00000000000000000000000000000000000000000000,Good,Good,0
loc026de7bbb515,Togari,61210,Circular Head,1.00000000000000000000000000000000000000000000,Good,Good,0
loc026e47177cdd,Ruby,26170,South Gippsland,1.00000000000000000000000000000000000000000000,Good,Good,0
loc0271834975a2,Tummaville,36910,Toowoomba,1.00000000000000000000000000000000000000000000,Good,Good,0
loc027d57011fb6,Stafford Heights,31000,Brisbane,1.00000000000000000000000000000000000000000000,Good,Good,0
loc027f19ecb72a,Broughton River Valley,45120,Northern Areas,1.00000000000000000000000000000000000000000000,Good,Good,0
loc0284ba026daa,Manton,18710,Yass Valley,1.00000000000000000000000000000000000000000000,Good,Good,0
loc0284ee42ab55,Imanpa,72330,MacDonnell,1.00000000000000000000000000000000000000000000,Good,Good,0
loc028cc8cd9c17,Peel Island,36250,Redland,1.00000000000000000000000000000000000000000000,Good,Good,0
loc028d9f6b0760,Fortitude Valley,31000,Brisbane,1.00000000000000000000000000000000000000000000,Good,Good,0
loc028fa152b305,Colebrook,65010,Southern Midlands,1.00000000000000000000000000000000000000000000,Good,Good,0
loc02944f391125,Primrose Valley,16490,Queanbeyan-Palerang,1.00000000000000000000000000000000000000000000,Good,Good,0
loc0297eb9fdb05,Tamboon,22110,East Gippsland,1.00000000000000000000000000000000000000000000,Good,Good,0
loc0298c71527e7,Narwee,11570,Canterbury-Bankstown,0.65000000000000000000000000000000000000000000,Good,Good,0
loc0298c71527e7,Narwee,12930,Georges River,0.35000000000000000000000000000000000000000000,Acceptable,Good,0
loc02a0328ba570,Tumbarumba,17080,Snowy Valleys,1.00000000000000000000000000000000000000000000,Good,Good,0
loc02a204b20053,Coolah,18020,Warrumbungle,1.00000000000000000000000000000000000000000000,Good,Good,0
loc02a3553c9bdf,Ringtail Creek,35740,Noosa,1.00000000000000000000000000000000000000000000,Good,Good,0
loc02a3a330fe2f,Indented Head,22750,Greater Geelong,1.00000000000000000000000000000000000000000000,Good,Good,0
loc02a508205e25,Ongerup,53640,Gnowangerup,1.00000000000000000000000000000000000000000000,Good,Good,0
loc02a64afeffdd,Montarra,40220,Alexandrina,1.00000000000000000000000000000000000000000000,Good,Good,0
loc02aa2a91f51a,Lachlan,61510,Derwent Valley,1.00000000000000000000000000000000000000000000,Good,Good,0
loc02aee4626a98,Big Desert,24780,Mildura,0.01000000000000000000000000000000000000000000,Good,Good,1
loc02aee4626a98,Big Desert,26890,West Wimmera,0.99000000000000000000000000000000000000000000,Good,Good,0
loc02af34d535ba,Sandy Grove,43360,Kingston (SA),1.00000000000000000000000000000000000000000000,Good,Good,0
loc02b398437eb5,Kelly,43220,Kimba,1.00000000000000000000000000000000000000000000,Good,Good,0
loc02b6eecf276b,Mangrove Mountain,11650,Central Coast (NSW),1.00000000000000000000000000000000000000000000,Good,Good,0
loc02b6f951e9b4,Winmalee,10900,Blue Mountains,1.00000000000000000000000000000000000000000000,Good,Good,0
loc02bcd12a7e36,Minnie Downs,30760,Blackall Tambo,1.00000000000000000000000000000000000000000000,Good,Good,0
loc02bf16416894,Balldale,12870,Federation,0.64000000000000000000000000000000000000000000,Good,Good,0
loc02bf16416894,Balldale,13340,Greater Hume,0.36000000000000000000000000000000000000000000,Good,Good,0
loc02c11272d158,Boonarga,37310,Western Downs,1.00000000000000000000000000000000000000000000,Good,Good,0
loc02c44cfe1198,Willangie,21270,Buloke,1.00000000000000000000000000000000000000000000,Good,Good,0
loc02cbee2b57e4,Wombat Creek,22110,East Gippsland,1.00000000000000000000000000000000000000000000,Good,Good,0
loc02cd82a23e13,Bencubbin,55880,Mount Marshall,1.00000000000000000000000000000000000000000000,Good,Good,0
loc02cd9dda073a,Julia Creek,34800,McKinlay,1.00000000000000000000000000000000000000000000,Good,Good,0
loc02d1b61fc1fb,Hanging Rock,17310,Tamworth,1.00000000000000000000000000000000000000000000,Good,Good,0
loc02d205ec3a0a,Banksia Peninsula,22110,East Gippsland,1.00000000000000000000000000000000000000000000,Good,Good,0
loc02d2b3a1beb9,Daliak,59370,York,1.00000000000000000000000000000000000000000000,Good,Good,0
loc02d3b1ae56e0,Morayfield,35010,Moreton Bay,1.00000000000000000000000000000000000000000000,Good,Good,0
loc02d3c319cfb8,Birchip West,21270,Buloke,1.00000000000000000000000000000000000000000000,Good,Good,0
loc02d770aa4145,Wheeler Heights,15990,Northern Beaches,1.00000000000000000000000000000000000000000000,Good,Good,0
loc02e140b5f3c4,Bowelling,58890,West Arthur,1.00000000000000000000000000000000000000000000,Good,Good,0
loc02f8086590a8,Lemon Tree Passage,16400,Port Stephens,1.00000000000000000000000000000000000000000000,Good,Good,0
loc02f9b5625847,Mount Benson,46860,Robe,1.00000000000000000000000000000000000000000000,Good,Good,0
loc0300e2fe9873,Palmvale,17550,Tweed,1.00000000000000000000000000000000000000000000,Good,Good,0
loc0301dded3c82,Brookstead,36910,Toowoomba,1.00000000000000000000000000000000000000000000,Good,Good,0
loc0303208760a2,Garah,15300,Moree Plains,1.00000000000000000000000000000000000000000000,Good,Good,0
loc0308bef210d1,Seacliff,42600,Holdfast Bay,1.00000000000000000000000000000000000000000000,Good,Good,0
loc031103f26b51,Marysville,25620,Murrindindi,1.00000000000000000000000000000000000000000000,Good,Good,0
loc0317295e415d,Ipswich,33960,Ipswich,1.00000000000000000000000000000000000000000000,Good,Good,0
loc031ff1af63b8,Belmont North,14650,Lake Macquarie,1.00000000000000000000000000000000000000000000,Good,Good,0
loc0321447e4aa4,Mowbray Park,18400,Wollondilly,1.00000000000000000000000000000000000000000000,Good,Good,0
loc03242085d694,Devils Creek,53800,Greater Geraldton,1.00000000000000000000000000000000000000000000,Good,Good,0
loc032bb02c6356,Evelyn Downs,49399,Unincorporated SA,1.00000000000000000000000000000000000000000000,Good,Good,0
loc032f977eba0b,McMinns Lagoon,72300,Litchfield,1.00000000000000000000000000000000000000000000,Good,Good,0
loc0332aa9e001b,Kelso,10470,Bathurst,1.00000000000000000000000000000000000000000000,Good,Good,0
loc033ee6bfab9d,Merrylands,12380,Cumberland,1.00000000000000000000000000000000000000000000,Good,Good,0
loc03401076c33f,Tooradin,21450,Cardinia,0.01000000000000000000000000000000000000000000,Good,Good,0
loc03401076c33f,Tooradin,21610,Casey,0.99000000000000000000000000000000000000000000,Good,Good,0
loc0340578e764c,Carole Park,33960,Ipswich,1.00000000000000000000000000000000000000000000,Good,Good,0
loc034408f7b756,Wyuna East,21370,Campaspe,1.00000000000000000000000000000000000000000000,Good,Good,0
loc034534b0dc95,Benarkin North,36630,South Burnett,1.00000000000000000000000000000000000000000000,Good,Good,0
loc0346991977a3,Pompapiel,23940,Loddon,1.00000000000000000000000000000000000000000000,Good,Good,0
loc0346c75745ff,Alexandra Bridge,50280,Augusta Margaret River,1.00000000000000000000000000000000000000000000,Good,Good,0
loc034903582ddc,Massie,36660,Southern Downs,1.00000000000000000000000000000000000000000000,Good,Good,0
loc034fc9801522,Punsand,36950,Torres,1.00000000000000000000000000000000000000000000,Good,Good,0
loc0353ed1ac08c,Linden,35800,Paroo,1.00000000000000000000000000000000000000000000,Good,Good,0
loc035b2812d718,Alectown,16200,Parkes,1.00000000000000000000000000000000000000000000,Good,Good,0
loc03635d048556,Koolyanobbing,59360,Yilgarn,1.00000000000000000000000000000000000000000000,Good,Good,0
loc0370f0f03abb,Vale of Clwydd,14870,Lithgow,1.00000000000000000000000000000000000000000000,Good,Good,0
loc037d96040b56,Angurugu,71300,East Arnhem,1.00000000000000000000000000000000000000000000,Good,Good,0
loc037f04bcb37d,Caringbah,17150,Sutherland,1.00000000000000000000000000000000000000000000,Good,Good,0
loc037f948dcbef,Bookookoorara,17400,Tenterfield,1.00000000000000000000000000000000000000000000,Good,Good,0
loc037fcbc041fa,Drumanure,24900,Moira,1.00000000000000000000000000000000000000000000,Good,Good,0
loc038563e3fb35,Ironbank,40120,Adelaide Hills,0.70000000000000000000000000000000000000000000,Good,Good,0
loc038563e3fb35,Ironbank,45340,Onkaparinga,0.30000000000000000000000000000000000000000000,Good,Good,0
loc03880f94b665,Fishing Point,14650,Lake Macquarie,1.00000000000000000000000000000000000000000000,Good,Good,0
loc0389d45a51bc,Iona,21450,Cardinia,1.00000000000000000000000000000000000000000000,Good,Good,0
loc03a0db0a39ad,Noorong,15520,Murray River,1.00000000000000000000000000000000000000000000,Good,Good,0
loc03a57edca7a2,Rocklands,26260,Southern Grampians,1.00000000000000000000000000000000000000000000,Good,Good,0
loc03a9a856921e,Birmingham Gardens,15900,Newcastle,1.00000000000000000000000000000000000000000000,Good,Good,0
loc03aa0a5cf695,Crawney,17310,Tamworth,0.78000000000000000000000000000000000000000000,Good,Good,0
loc03aa0a5cf695,Crawney,17620,Upper Hunter,0.22000000000000000000000000000000000000000000,Good,Good,0
loc03ab69b02012,Batehaven,12750,Eurobodalla,1.00000000000000000000000000000000000000000000,Good,Good,0
loc03b111ae626b,Salisbury,47140,Salisbury,1.00000000000000000000000000000000000000000000,Good,Good,0
loc03b75171ffb2,Lake Coogee,51820,Cockburn,1.00000000000000000000000000000000000000000000,Good,Good,0
loc03b813227573,Upper Dartbrook,17620,Upper Hunter,1.00000000000000000000000000000000000000000000,Good,Good,0
loc03c2ec5dcf24,Mantuan Downs,32270,Central Highlands (Qld),1.00000000000000000000000000000000000000000000,Good,Good,0
loc03c45d4572f3,Glendalough,57910,Stirling,1.00000000000000000000000000000000000000000000,Good,Good,0
loc03c58af0540d,Baldivis,57490,Rockingham,1.00000000000000000000000000000000000000000000,Good,Good,0
loc03c8729d5d9f,Carlsruhe,24130,Macedon Ranges,1.00000000000000000000000000000000000000000000,Good,Good,0
loc03c886be333e,Koolewong,11650,Central Coast (NSW),1.00000000000000000000000000000000000000000000,Good,Good,0
