LGA_CODE_2021,LGA_NAME_2021,SA3_CODE_2021,SA3_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
34530,Livingstone,30803,Rockhampton,1,Good,Poor,0
34570,Lockhart River,31501,Far North,1,Acceptable,Poor,0
34580,Lockyer Valley,31002,Ipswich Hinterland,0.5158888,Poor,Poor,0
34580,Lockyer Valley,31701,Toowoomba,0.4841112,Acceptable,Poor,0
34590,Logan,31102,Beenleigh,0.1341198,Poor,Poor,0
34590,Logan,31103,Browns Plains,0.2711995,Poor,Poor,0
34590,Logan,31104,Jimboomba,0.1785957,Poor,Poor,0
34590,Logan,31105,Loganlea - Carbrook,0.1868573,Poor,Poor,0
34590,Logan,31106,Springwood - Kingston,0.2292277,Poor,Poor,0
34710,Longreach,31503,Outback - South,1,Good,Poor,0
34770,Mackay,31202,Mackay,1,Good,Poor,0
34800,McKinlay,31502,Outback - North,1,Good,Poor,0
34830,Mapoon,31501,Far North,1,Acceptable,Poor,0
34860,Maranoa,30701,Darling Downs (West) - Maranoa,1,Acceptable,Poor,0
34880,Mareeba,30605,Tablelands (East) - Kuranda,0.7281992,Acceptable,Poor,0
34880,Mareeba,31501,Far North,0.2718008,Acceptable,Poor,0
35010,Moreton Bay,30404,The Gap - Enoggera,0,Poor,Poor,1
35010,Moreton Bay,31301,Bribie - Beachmere,0.0778324,Poor,Poor,0
35010,Moreton Bay,31302,Caboolture,0.1673095,Poor,Poor,0
35010,Moreton Bay,31303,Caboolture Hinterland,0.0190708,Poor,Poor,0
35010,Moreton Bay,31304,Narangba - Burpengary,0.145423,Poor,Poor,0
35010,Moreton Bay,31305,Redcliffe,0.1332448,Poor,Poor,0
35010,Moreton Bay,31401,The Hills District,0.1885641,Poor,Poor,0
35010,Moreton Bay,31402,North Lakes,0.1848262,Poor,Poor,0
35010,Moreton Bay,31403,Strathpine,0.0837292,Poor,Poor,0
35250,Mornington,31502,Outback - North,1,Good,Poor,0
35300,Mount Isa,31502,Outback - North,1,Good,Poor,0
35600,Murweh,31503,Outback - South,1,Good,Poor,0
35670,Napranum,31501,Far North,1,Acceptable,Poor,0
35740,Noosa,31605,Noosa,0.6390368,Poor,Poor,0
35740,Noosa,31608,Noosa Hinterland,0.3609632,Poor,Poor,0
35760,North Burnett,31902,Burnett,1,Acceptable,Poor,0
35780,Northern Peninsula Area,31501,Far North,1,Acceptable,Poor,0
35790,Palm Island,31801,Charters Towers - Ayr - Ingham,1,Good,Poor,0
35800,Paroo,31503,Outback - South,1,Good,Poor,0
36070,Pormpuraaw,31501,Far North,1,Acceptable,Poor,0
36150,Quilpie,31503,Outback - South,1,Good,Poor,0
36250,Redland,30101,Capalaba,0.4132047,Poor,Poor,0
36250,Redland,30102,Cleveland - Stradbroke,0.5867953,Poor,Poor,0
36300,Richmond,31502,Outback - North,1,Good,Poor,0
36370,Rockhampton,30803,Rockhampton,1,Good,Poor,0
36510,Scenic Rim,30904,Gold Coast Hinterland,0.3662337,Poor,Poor,0
36510,Scenic Rim,31002,Ipswich Hinterland,0.2926848,Poor,Poor,0
36510,Scenic Rim,31101,Beaudesert,0.3410814,Poor,Poor,0
36580,Somerset,31002,Ipswich Hinterland,0.7682579,Poor,Poor,0
36580,Somerset,31303,Caboolture Hinterland,0.2317421,Poor,Poor,0
36630,South Burnett,31902,Burnett,1,Acceptable,Poor,0
36660,Southern Downs,30703,Granite Belt,1,Acceptable,Poor,0
36720,Sunshine Coast,31301,Bribie - Beachmere,2e-07,Poor,Poor,1
36720,Sunshine Coast,31601,Buderim,0.1720959,Poor,Poor,0
36720,Sunshine Coast,31602,Caloundra,0.2813017,Poor,Poor,0
36720,Sunshine Coast,31603,Maroochy,0.185729,Poor,Poor,0
36720,Sunshine Coast,31605,Noosa,0.0311699,Poor,Poor,0
36720,Sunshine Coast,31606,Sunshine Coast Hinterland,0.1723813,Poor,Poor,0
36720,Sunshine Coast,31607,Nambour,0.1460443,Poor,Poor,0
36720,Sunshine Coast,31608,Noosa Hinterland,0.0112777,Poor,Poor,0
36820,Tablelands,30603,Innisfail - Cassowary Coast,1.9e-06,Acceptable,Poor,1
36820,Tablelands,30605,Tablelands (East) - Kuranda,0.9999981,Acceptable,Poor,0
36910,Toowoomba,30702,Darling Downs - East,0.1489573,Poor,Poor,0
36910,Toowoomba,30703,Granite Belt,0.0302972,Acceptable,Poor,0
36910,Toowoomba,31701,Toowoomba,0.8207455,Acceptable,Poor,0
36950,Torres,31501,Far North,1,Acceptable,Poor,0
36960,Torres Strait Island,31501,Far North,1,Acceptable,Poor,0
37010,Townsville,31802,Townsville,1,Good,Poor,0
37300,Weipa,31501,Far North,1,Acceptable,Poor,0
37310,Western Downs,30701,Darling Downs (West) - Maranoa,0.496729,Acceptable,Poor,0
37310,Western Downs,30702,Darling Downs - East,0.5032707,Poor,Poor,0
37310,Western Downs,30804,Biloela,3e-07,Good,Poor,1
37340,Whitsunday,31201,Bowen Basin - North,0.3700317,Acceptable,Poor,0
37340,Whitsunday,31203,Whitsunday,0.6299683,Poor,Poor,0
37400,Winton,31503,Outback - South,1,Good,Poor,0
37550,Woorabinda,30801,Central Highlands (Qld),1,Good,Poor,0
37570,Wujal Wujal,31501,Far North,1,Acceptable,Poor,0
37600,Yarrabah,30603,Innisfail - Cassowary Coast,1,Acceptable,Poor,0
40070,Adelaide,40101,Adelaide City,1,Good,Poor,0
40120,Adelaide Hills,40102,Adelaide Hills,0.9909181,Good,Poor,0
40120,Adelaide Hills,40104,Campbelltown (SA),0.0090819,Good,Poor,1
40150,Adelaide Plains,40201,Gawler - Two Wells,0.6611979,Acceptable,Poor,0
40150,Adelaide Plains,40501,Barossa,0.3388021,Acceptable,Poor,0
40220,Alexandrina,40701,Fleurieu - Kangaroo Island,1,Good,Poor,0
40250,Anangu Pitjantjatjara Yunkunytjatjara,40602,Outback - North and East,1,Good,Poor,0
40310,Barossa,40201,Gawler - Two Wells,0.0222644,Acceptable,Poor,0
40310,Barossa,40501,Barossa,0.9777356,Acceptable,Poor,0
40430,Barunga West,40502,Lower North,0.9930917,Good,Poor,0
40430,Barunga West,40504,Yorke Peninsula,0.0069083,Good,Poor,1
40520,Berri Barmera,40703,Murray and Mallee,1,Good,Poor,0
40700,Burnside,40103,Burnside,1,Good,Poor,0
40910,Campbelltown (SA),40104,Campbelltown (SA),1,Good,Poor,0
41010,Ceduna,40601,Eyre Peninsula and South West,1,Good,Poor,0
41060,Charles Sturt,40401,Charles Sturt,0.9721642,Good,Poor,0
41060,Charles Sturt,40402,Port Adelaide - West,0.0022005,Poor,Poor,1
41060,Charles Sturt,40403,West Torrens,0.0256353,Good,Poor,0
41140,Clare and Gilbert Valleys,40502,Lower North,1,Good,Poor,0
41190,Cleve,40601,Eyre Peninsula and South West,1,Good,Poor,0
41330,Coober Pedy,40602,Outback - North and East,1,Good,Poor,0
41560,Copper Coast,40502,Lower North,0.0009308,Good,Poor,1
41560,Copper Coast,40504,Yorke Peninsula,0.9990692,Good,Poor,0
41750,Elliston,40601,Eyre Peninsula and South West,1,Good,Poor,0
41830,Flinders Ranges,40602,Outback - North and East,1,Good,Poor,0
41960,Franklin Harbour,40601,Eyre Peninsula and South West,1,Good,Poor,0
42030,Gawler,40201,Gawler - Two Wells,1,Acceptable,Poor,0
42110,Goyder,40502,Lower North,1,Good,Poor,0
42250,Grant,40702,Limestone Coast,1,Good,Poor,0
42600,Holdfast Bay,40301,Holdfast Bay,0.9512165,Good,Poor,0
42600,Holdfast Bay,40302,Marion,0.0428951,Good,Poor,0
42600,Holdfast Bay,40403,West Torrens,0.0058884,Good,Poor,1
42750,Kangaroo Island,40701,Fleurieu - Kangaroo Island,1,Good,Poor,0
43080,Karoonda East Murray,40703,Murray and Mallee,1,Good,Poor,0
43220,Kimba,40601,Eyre Peninsula and South West,1,Good,Poor,0
43360,Kingston (SA),40702,Limestone Coast,1,Good,Poor,0
43650,Light,40201,Gawler - Two Wells,0.3573184,Acceptable,Poor,0
43650,Light,40501,Barossa,0.6426816,Acceptable,Poor,0
43710,Lower Eyre Peninsula,40601,Eyre Peninsula and South West,1,Good,Poor,0
43790,Loxton Waikerie,40703,Murray and Mallee,1,Good,Poor,0
44000,Maralinga Tjarutja,40601,Eyre Peninsula and South West,1,Good,Poor,0
44060,Marion,40302,Marion,0.9999999,Good,Poor,0
44060,Marion,40304,Onkaparinga,1e-07,Good,Poor,1
44210,Mid Murray,40703,Murray and Mallee,1,Good,Poor,0
44340,Mitcham,40303,Mitcham,0.9804221,Good,Poor,0
44340,Mitcham,40304,Onkaparinga,0.0195779,Good,Poor,0
44550,Mount Barker,40102,Adelaide Hills,1,Good,Poor,0
44620,Mount Gambier,40702,Limestone Coast,1,Good,Poor,0
44830,Mount Remarkable,40503,Mid North,1,Good,Poor,0
45040,Murray Bridge,40703,Murray and Mallee,1,Good,Poor,0
45090,Naracoorte Lucindale,40702,Limestone Coast,1,Good,Poor,0
45120,Northern Areas,40503,Mid North,1,Good,Poor,0
45290,Norwood Payneham and St Peters,40105,Norwood - Payneham - St Peters,1,Good,Poor,0
45340,Onkaparinga,40304,Onkaparinga,0.9999999,Good,Poor,0
45340,Onkaparinga,40701,Fleurieu - Kangaroo Island,1e-07,Good,Poor,1
45400,Orroroo Carrieton,40503,Mid North,1,Good,Poor,0
45540,Peterborough,40503,Mid North,1,Good,Poor,0
45680,Playford,40202,Playford,1,Good,Poor,0
45890,Port Adelaide Enfield,40203,Port Adelaide - East,0.5354738,Poor,Poor,0
45890,Port Adelaide Enfield,40204,Salisbury,1e-07,Good,Poor,1
45890,Port Adelaide Enfield,40205,Tea Tree Gully,0.0069712,Good,Poor,1
45890,Port Adelaide Enfield,40402,Port Adelaide - West,0.4575549,Poor,Poor,0
46090,Port Augusta,40602,Outback - North and East,1,Good,Poor,0
46300,Port Lincoln,40601,Eyre Peninsula and South West,1,Good,Poor,0
46450,Port Pirie,40502,Lower North,0.0029473,Good,Poor,1
46450,Port Pirie,40503,Mid North,0.9970527,Good,Poor,0
46510,Prospect,40106,Prospect - Walkerville,1,Good,Poor,0
46670,Renmark Paringa,40703,Murray and Mallee,1,Good,Poor,0
46860,Robe,40702,Limestone Coast,1,Good,Poor,0
46970,Roxby Downs,40602,Outback - North and East,1,Good,Poor,0
47140,Salisbury,40202,Playford,0.0051027,Good,Poor,1
47140,Salisbury,40203,Port Adelaide - East,0.0203115,Poor,Poor,0
47140,Salisbury,40204,Salisbury,0.9745859,Good,Poor,0
47290,Southern Mallee,40703,Murray and Mallee,1,Good,Poor,0
47490,Streaky Bay,40601,Eyre Peninsula and South West,1,Good,Poor,0
47630,Tatiara,40702,Limestone Coast,1,Good,Poor,0
47700,Tea Tree Gully,40203,Port Adelaide - East,0.0295858,Poor,Poor,0
47700,Tea Tree Gully,40204,Salisbury,0.0243269,Good,Poor,0
47700,Tea Tree Gully,40205,Tea Tree Gully,0.9460873,Good,Poor,0
47800,Coorong,40703,Murray and Mallee,1,Good,Poor,0
47910,Tumby Bay,40601,Eyre Peninsula and South West,1,Good,Poor,0
47980,Unley,40107,Unley,1,Good,Poor,0
48050,Victor Harbor,40701,Fleurieu - Kangaroo Island,1,Good,Poor,0
48130,Wakefield,40502,Lower North,1,Good,Poor,0
48260,Walkerville,40106,Prospect - Walkerville,1,Good,Poor,0
48340,Wattle Range,40702,Limestone Coast,1,Good,Poor,0
48410,West Torrens,40301,Holdfast Bay,2e-07,Good,Poor,1
48410,West Torrens,40403,West Torrens,0.9999998,Good,Poor,0
48540,Whyalla,40601,Eyre Peninsula and South West,1,Good,Poor,0
48640,Wudinna,40601,Eyre Peninsula and South West,1,Good,Poor,0
48750,Yankalilla,40701,Fleurieu - Kangaroo Island,1,Good,Poor,0
48830,Yorke Peninsula,40504,Yorke Peninsula,1,Good,Poor,0
49399,Unincorporated SA,40402,Port Adelaide - West,0.0013583,Poor,Poor,1
49399,Unincorporated SA,40504,Yorke Peninsula,2.68e-05,Good,Poor,1
49399,Unincorporated SA,40601,Eyre Peninsula and South West,0.242734,Good,Poor,0
49399,Unincorporated SA,40602,Outback - North and East,0.7337056,Good,Poor,0
49399,Unincorporated SA,40703,Murray and Mallee,0.0221753,Good,Poor,0
50080,Albany,50901,Albany,1,Good,Poor,0
50210,Armadale,50601,Armadale,1,Good,Poor,0
50250,Ashburton,51003,West Pilbara,1,Good,Poor,0
50280,Augusta Margaret River,50101,Augusta - Margaret River - Busselton,0.9999994,Good,Poor,0
50280,Augusta Margaret River,50103,Manjimup,6e-07,Good,Poor,1
50350,Bassendean,50401,Bayswater - Bassendean,1,Good,Poor,0
50420,Bayswater,50302,Perth City,0.010948,Poor,Poor,0
50420,Bayswater,50401,Bayswater - Bassendean,0.989052,Good,Poor,0
50490,Belmont,50403,Swan,2e-07,Good,Poor,1
50490,Belmont,50602,Belmont - Victoria Park,0.9999998,Good,Poor,0
50560,Beverley,50902,Wheat Belt - North,1,Good,Poor,0
50630,Boddington,50903,Wheat Belt - South,1,Good,Poor,0
50770,Boyup Brook,50103,Manjimup,1,Good,Poor,0
50840,Bridgetown-Greenbushes,50103,Manjimup,1,Good,Poor,0
50910,Brookton,50903,Wheat Belt - South,1,Good,Poor,0
50980,Broome,51001,Kimberley,1,Good,Poor,0
51080,Broomehill-Tambellup,50901,Albany,1,Good,Poor,0
51120,Bruce Rock,50902,Wheat Belt - North,1,Good,Poor,0
51190,Bunbury,50102,Bunbury,1,Good,Poor,0
51260,Busselton,50101,Augusta - Margaret River - Busselton,0.9976287,Good,Poor,0
51260,Busselton,50102,Bunbury,0.0023713,Good,Poor,1
51310,Cambridge,50301,Cottesloe - Claremont,0.5135023,Acceptable,Poor,0
51310,Cambridge,50302,Perth City,0.4864966,Poor,Poor,0
51310,Cambridge,50502,Stirling,1e-06,Good,Poor,1
51330,Canning,50603,Canning,0.9947094,Good,Poor,0
51330,Canning,50704,Melville,0.0052906,Good,Poor,1
51400,Capel,50102,Bunbury,1,Good,Poor,0
51470,Carnamah,51104,Mid West,1,Good,Poor,0
51540,Carnarvon,51102,Gascoyne,1,Good,Poor,0
51610,Chapman Valley,51104,Mid West,1,Good,Poor,0
51680,Chittering,50902,Wheat Belt - North,1,Good,Poor,0
51710,Christmas Island,90101,Christmas Island,1,Good,Poor,0
51750,Claremont,50301,Cottesloe - Claremont,1,Acceptable,Poor,0
51820,Cockburn,50701,Cockburn,0.9809158,Good,Poor,0
51820,Cockburn,50702,Fremantle,0.001405,Good,Poor,1
51820,Cockburn,50704,Melville,0.0176791,Good,Poor,0
51820,Cockburn,50705,Rockingham,2e-07,Good,Poor,1
51860,Cocos Islands,90102,Cocos (Keeling) Islands,1,Good,Poor,0
51890,Collie,50102,Bunbury,1,Good,Poor,0
51960,Coolgardie,51103,Goldfields,1,Good,Poor,0
52030,Coorow,51104,Mid West,1,Good,Poor,0
52100,Corrigin,50903,Wheat Belt - South,1,Good,Poor,0
52170,Cottesloe,50301,Cottesloe - Claremont,1,Acceptable,Poor,0
52240,Cranbrook,50901,Albany,1,Good,Poor,0
52310,Cuballing,50903,Wheat Belt - South,1,Good,Poor,0
52380,Cue,51104,Mid West,1,Good,Poor,0
52450,Cunderdin,50902,Wheat Belt - North,1,Good,Poor,0
52520,Dalwallinu,50902,Wheat Belt - North,1,Good,Poor,0
52590,Dandaragan,50902,Wheat Belt - North,1,Good,Poor,0
52660,Dardanup,50102,Bunbury,1,Good,Poor,0
52730,Denmark,50901,Albany,1,Good,Poor,0
52800,Derby-West Kimberley,51001,Kimberley,1,Good,Poor,0
52870,Donnybrook-Balingup,50103,Manjimup,1,Good,Poor,0
52940,Dowerin,50902,Wheat Belt - North,1,Good,Poor,0
