SA2_CODE_2021,SA2_NAME_2021,SED_CODE_2024,SED_NAME_2024,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
213051590,Wyndham Vale - South,28607,Werribee (Western Metropolitan),1,Good,Acceptable,0
214011370,Carrum Downs,21705,Carrum (South-Eastern Metropolitan),1,Acceptable,Acceptable,0
214011371,Frankston,23005,Frankston (South-Eastern Metropolitan),1,Good,Acceptable,0
214011372,Frankston North,23005,Frankston (South-Eastern Metropolitan),1,Good,Acceptable,0
214011373,Frankston South,23005,Frankston (South-Eastern Metropolitan),1,Good,Acceptable,0
214011374,Langwarrin,23601,Hastings (Eastern Victoria),1,Good,Acceptable,0
214011375,Seaford (Vic.),23005,Frankston (South-Eastern Metropolitan),0.3850291,Good,Acceptable,0
214011375,Seaford (Vic.),21705,Carrum (South-Eastern Metropolitan),0.6149709,Acceptable,Acceptable,0
214011376,Skye - Sandhurst,21705,Carrum (South-Eastern Metropolitan),1,Acceptable,Acceptable,0
214021377,Dromana,26001,Nepean (Eastern Victoria),1,Good,Acceptable,0
214021378,Flinders,25301,Mornington (Eastern Victoria),0.0592763,Good,Acceptable,0
214021378,Flinders,26001,Nepean (Eastern Victoria),0.9407237,Good,Acceptable,0
214021379,Hastings - Somers,23601,Hastings (Eastern Victoria),1,Good,Acceptable,0
214021381,Mount Eliza,25301,Mornington (Eastern Victoria),1,Good,Acceptable,0
214021382,Mount Martha,26001,Nepean (Eastern Victoria),0.0198486,Good,Acceptable,0
214021382,Mount Martha,25301,Mornington (Eastern Victoria),0.9801514,Good,Acceptable,0
214021383,Point Nepean,26001,Nepean (Eastern Victoria),1,Good,Acceptable,0
214021384,Rosebud - McCrae,26001,Nepean (Eastern Victoria),1,Good,Acceptable,0
214021385,Somerville,25301,Mornington (Eastern Victoria),0.0511043,Good,Acceptable,0
214021385,Somerville,23601,Hastings (Eastern Victoria),0.9488957,Good,Acceptable,0
214021591,Mornington - East,25301,Mornington (Eastern Victoria),1,Good,Acceptable,0
214021592,Mornington - West,25301,Mornington (Eastern Victoria),1,Good,Acceptable,0
215011386,Ararat,27308,Ripon (Western Victoria),1,Acceptable,Acceptable,0
215011387,Ararat Surrounds,27308,Ripon (Western Victoria),0.2315061,Acceptable,Acceptable,0
215011387,Ararat Surrounds,24408,Lowan (Western Victoria),0.7684939,Good,Acceptable,0
215011388,Horsham,24408,Lowan (Western Victoria),1,Good,Acceptable,0
215011389,Horsham Surrounds,24408,Lowan (Western Victoria),1,Good,Acceptable,0
215011390,Nhill Region,24904,Mildura (Northern Victoria),0.0045989,Good,Acceptable,1
215011390,Nhill Region,24408,Lowan (Western Victoria),0.9954011,Good,Acceptable,0
215011391,St Arnaud,24408,Lowan (Western Victoria),0.0046138,Good,Acceptable,1
215011391,St Arnaud,27308,Ripon (Western Victoria),0.9953862,Acceptable,Acceptable,0
215011392,Stawell,27308,Ripon (Western Victoria),0.0209603,Acceptable,Acceptable,0
215011392,Stawell,24408,Lowan (Western Victoria),0.9790397,Good,Acceptable,0
215011393,West Wimmera,24408,Lowan (Western Victoria),1,Good,Acceptable,0
215011394,Yarriambiack,24904,Mildura (Northern Victoria),0.2458952,Good,Acceptable,0
215011394,Yarriambiack,24408,Lowan (Western Victoria),0.7541048,Good,Acceptable,0
215021395,Irymple,24904,Mildura (Northern Victoria),1,Good,Acceptable,0
215021396,Merbein,24904,Mildura (Northern Victoria),1,Good,Acceptable,0
215021398,Mildura Surrounds,24904,Mildura (Northern Victoria),1,Good,Acceptable,0
215021399,Red Cliffs,24904,Mildura (Northern Victoria),1,Good,Acceptable,0
215021469,Mildura - North,24904,Mildura (Northern Victoria),1,Good,Acceptable,0
215021470,Mildura - South,24904,Mildura (Northern Victoria),1,Good,Acceptable,0
215031400,Buloke,25604,Murray Plains (Northern Victoria),1.60E-06,Good,Acceptable,1
215031400,Buloke,24904,Mildura (Northern Victoria),0.9999984,Good,Acceptable,0
215031401,Gannawarra,25604,Murray Plains (Northern Victoria),1,Good,Acceptable,0
215031402,Kerang,25604,Murray Plains (Northern Victoria),1,Good,Acceptable,0
215031403,Robinvale,24904,Mildura (Northern Victoria),1,Good,Acceptable,0
215031404,Swan Hill,25604,Murray Plains (Northern Victoria),1,Good,Acceptable,0
215031405,Swan Hill Surrounds,24904,Mildura (Northern Victoria),0.1903812,Good,Acceptable,0
215031405,Swan Hill Surrounds,25604,Murray Plains (Northern Victoria),0.8096188,Good,Acceptable,0
216011406,Echuca,25604,Murray Plains (Northern Victoria),1,Good,Acceptable,0
216011407,Kyabram,22704,Euroa (Northern Victoria),0.0105062,Good,Acceptable,0
216011407,Kyabram,25604,Murray Plains (Northern Victoria),0.9894938,Good,Acceptable,0
216011408,Lockington - Gunbower,25604,Murray Plains (Northern Victoria),1,Good,Acceptable,0
216011409,Rochester,25604,Murray Plains (Northern Victoria),1,Good,Acceptable,0
216011410,Rushworth,22704,Euroa (Northern Victoria),1,Good,Acceptable,0
216021411,Cobram,26404,Ovens Valley (Northern Victoria),1,Good,Acceptable,0
216021412,Moira,26404,Ovens Valley (Northern Victoria),1,Good,Acceptable,0
216021413,Numurkah,26404,Ovens Valley (Northern Victoria),0.1442154,Good,Acceptable,0
216021413,Numurkah,27604,Shepparton (Northern Victoria),0.8557846,Good,Acceptable,0
216021414,Yarrawonga,26404,Ovens Valley (Northern Victoria),1,Good,Acceptable,0
216031415,Mooroopna,27604,Shepparton (Northern Victoria),1,Good,Acceptable,0
216031416,Shepparton - North,27604,Shepparton (Northern Victoria),1,Good,Acceptable,0
216031418,Shepparton Surrounds - East,22704,Euroa (Northern Victoria),0.0949861,Good,Acceptable,0
216031418,Shepparton Surrounds - East,27604,Shepparton (Northern Victoria),0.9050139,Good,Acceptable,0
216031419,Shepparton Surrounds - West,25604,Murray Plains (Northern Victoria),0.056283,Good,Acceptable,0
216031419,Shepparton Surrounds - West,22704,Euroa (Northern Victoria),0.3318833,Good,Acceptable,0
216031419,Shepparton Surrounds - West,27604,Shepparton (Northern Victoria),0.6118337,Good,Acceptable,0
216031593,Kialla,27604,Shepparton (Northern Victoria),1,Good,Acceptable,0
216031594,Shepparton - South East,27604,Shepparton (Northern Victoria),1,Good,Acceptable,0
217011420,Glenelg (Vic.),24408,Lowan (Western Victoria),0.3804005,Good,Acceptable,0
217011420,Glenelg (Vic.),27808,South-West Coast (Western Victoria),0.6195995,Good,Acceptable,0
217011421,Hamilton (Vic.),24408,Lowan (Western Victoria),1,Good,Acceptable,0
217011422,Portland,27808,South-West Coast (Western Victoria),1,Good,Acceptable,0
217011423,Southern Grampians,27808,South-West Coast (Western Victoria),0.0144038,Good,Acceptable,0
217011423,Southern Grampians,24408,Lowan (Western Victoria),0.9855962,Good,Acceptable,0
217031471,Camperdown,26808,Polwarth (Western Victoria),1,Good,Acceptable,0
217031472,Colac,26808,Polwarth (Western Victoria),1,Good,Acceptable,0
217031473,Colac Surrounds,26808,Polwarth (Western Victoria),1,Good,Acceptable,0
217031474,Corangamite - North,27308,Ripon (Western Victoria),0.1001546,Acceptable,Acceptable,0
217031474,Corangamite - North,26808,Polwarth (Western Victoria),0.3868861,Good,Acceptable,0
217031474,Corangamite - North,27808,South-West Coast (Western Victoria),0.5129592,Good,Acceptable,0
217031475,Corangamite - South,27808,South-West Coast (Western Victoria),0.015572,Good,Acceptable,0
217031475,Corangamite - South,26808,Polwarth (Western Victoria),0.984428,Good,Acceptable,0
217031476,Otway,26808,Polwarth (Western Victoria),1,Good,Acceptable,0
217041477,Moyne - East,24408,Lowan (Western Victoria),0.3499547,Good,Acceptable,0
217041477,Moyne - East,27808,South-West Coast (Western Victoria),0.6500453,Good,Acceptable,0
217041478,Moyne - West,27808,South-West Coast (Western Victoria),1,Good,Acceptable,0
217041479,Warrnambool - North,27808,South-West Coast (Western Victoria),1,Good,Acceptable,0
217041480,Warrnambool - South,27808,South-West Coast (Western Victoria),1,Good,Acceptable,0
297979799,Migratory - Offshore - Shipping (Vic.),29797,Migratory - Offshore - Shipping (Vic.),1,Good,Good,0
299999499,No usual address (Vic.),29494,No usual address (Vic.),1,Good,Good,0
301011001,Alexandra Hills,30017,Capalaba,1,Good,Acceptable,0
301011002,Belmont - Gumdale,30018,Chatsworth,1,Acceptable,Acceptable,0
301011003,Birkdale,30068,Oodgeroo,0.2799308,Acceptable,Acceptable,0
301011003,Birkdale,30017,Capalaba,0.7200692,Good,Acceptable,0
301011004,Capalaba,30017,Capalaba,1,Good,Acceptable,0
301011005,Thorneside,30017,Capalaba,1,Good,Acceptable,0
301011006,Wellington Point,30017,Capalaba,0.1516364,Good,Acceptable,0
301011006,Wellington Point,30068,Oodgeroo,0.8483636,Acceptable,Acceptable,0
301021007,Cleveland,30068,Oodgeroo,1,Acceptable,Acceptable,0
301021008,Ormiston,30068,Oodgeroo,1,Acceptable,Acceptable,0
301021009,Redland Bay,30079,Springwood,0.0402609,Good,Acceptable,0
301021009,Redland Bay,30072,Redlands,0.9597391,Good,Acceptable,0
301021011,Sheldon - Mount Cotton,30072,Redlands,0.0252103,Good,Acceptable,0
301021011,Sheldon - Mount Cotton,30079,Springwood,0.9747897,Good,Acceptable,0
301021012,Thornlands,30068,Oodgeroo,0.3174449,Acceptable,Acceptable,0
301021012,Thornlands,30072,Redlands,0.6825551,Good,Acceptable,0
301021013,Victoria Point,30072,Redlands,1,Good,Acceptable,0
301021550,North Stradbroke Island,30068,Oodgeroo,1,Acceptable,Acceptable,0
301021551,Southern Moreton Bay Islands,30072,Redlands,1,Good,Acceptable,0
301031014,Brisbane Port - Lytton,30045,Lytton,1,Good,Acceptable,0
301031015,Manly - Lota,30045,Lytton,1,Good,Acceptable,0
301031016,Manly West,30045,Lytton,1,Good,Acceptable,0
301031017,Murarrie,30008,Bulimba,1,Good,Acceptable,0
301031018,Tingalpa,30045,Lytton,0.4935677,Good,Acceptable,0
301031018,Tingalpa,30018,Chatsworth,0.5064323,Acceptable,Acceptable,0
301031019,Wakerley,30018,Chatsworth,1,Acceptable,Acceptable,0
301031020,Wynnum,30045,Lytton,1,Good,Acceptable,0
301031021,Wynnum West - Hemmant,30045,Lytton,1,Good,Acceptable,0
302011022,Bald Hills,30074,Sandgate,0.3394311,Good,Acceptable,0
302011022,Bald Hills,30002,Aspley,0.6605689,Acceptable,Acceptable,0
302011023,Bridgeman Downs,30025,Everton,0.0474969,Acceptable,Acceptable,0
302011023,Bridgeman Downs,30002,Aspley,0.9525031,Acceptable,Acceptable,0
302011024,Carseldine,30002,Aspley,1,Acceptable,Acceptable,0
302011025,Everton Park,30025,Everton,1,Acceptable,Acceptable,0
302011026,McDowall,30080,Stafford,0.0921551,Acceptable,Acceptable,0
302011026,McDowall,30025,Everton,0.1698421,Acceptable,Acceptable,0
302011026,McDowall,30002,Aspley,0.7380027,Acceptable,Acceptable,0
302021027,Aspley,30002,Aspley,1,Acceptable,Acceptable,0
302021028,Chermside,30080,Stafford,1,Acceptable,Acceptable,0
302021029,Chermside West,30080,Stafford,0.4954599,Acceptable,Acceptable,0
302021029,Chermside West,30002,Aspley,0.5045401,Acceptable,Acceptable,0
302021030,Geebung,30067,Nudgee,0.0026686,Good,Acceptable,1
302021030,Geebung,30002,Aspley,0.9973314,Acceptable,Acceptable,0
302021031,Kedron - Gordon Park,30019,Clayfield,0.3024064,Good,Acceptable,0
302021031,Kedron - Gordon Park,30080,Stafford,0.6975936,Acceptable,Acceptable,0
302021032,Stafford,30080,Stafford,1,Acceptable,Acceptable,0
302021033,Stafford Heights,30080,Stafford,1,Acceptable,Acceptable,0
302021034,Wavell Heights,30080,Stafford,0.1460648,Acceptable,Acceptable,0
302021034,Wavell Heights,30067,Nudgee,0.8539352,Good,Acceptable,0
302031035,Boondall,30067,Nudgee,1,Good,Acceptable,0
302031036,Brisbane Airport,30019,Clayfield,1,Good,Acceptable,0
302031037,Eagle Farm - Pinkenba,30019,Clayfield,1,Good,Acceptable,0
302031038,Northgate - Virginia,30067,Nudgee,1,Good,Acceptable,0
302031039,Nudgee - Banyo,30067,Nudgee,1,Good,Acceptable,0
302031040,Nundah,30067,Nudgee,1,Good,Acceptable,0
302041041,Bracken Ridge,30074,Sandgate,1,Good,Acceptable,0
302041042,Brighton (Qld),30074,Sandgate,1,Good,Acceptable,0
302041043,Deagon,30074,Sandgate,1,Good,Acceptable,0
302041044,Sandgate - Shorncliffe,30074,Sandgate,1,Good,Acceptable,0
302041045,Taigum - Fitzgibbon,30074,Sandgate,1,Good,Acceptable,0
302041046,Zillmere,30002,Aspley,0.2979315,Acceptable,Acceptable,0
302041046,Zillmere,30067,Nudgee,0.7020685,Good,Acceptable,0
303011047,Camp Hill,30008,Bulimba,0.2107553,Good,Acceptable,0
303011047,Camp Hill,30018,Chatsworth,0.2182287,Acceptable,Acceptable,0
303011047,Camp Hill,30030,Greenslopes,0.571016,Acceptable,Acceptable,0
303011048,Cannon Hill,30008,Bulimba,1,Good,Acceptable,0
303011049,Carina,30008,Bulimba,0.454768,Good,Acceptable,0
303011049,Carina,30018,Chatsworth,0.545232,Acceptable,Acceptable,0
303011050,Carina Heights,30018,Chatsworth,1,Acceptable,Acceptable,0
303011051,Carindale,30049,Mansfield,0.1360043,Good,Acceptable,0
303011051,Carindale,30018,Chatsworth,0.8639957,Acceptable,Acceptable,0
303021052,Annerley,30076,South Brisbane,0.2757853,Good,Acceptable,0
303021052,Annerley,30054,Miller,0.7242147,Acceptable,Acceptable,0
303021053,Coorparoo,30030,Greenslopes,1,Acceptable,Acceptable,0
303021054,Fairfield - Dutton Park,30076,South Brisbane,0.3802862,Good,Acceptable,0
303021054,Fairfield - Dutton Park,30054,Miller,0.6197138,Acceptable,Acceptable,0
303021055,Greenslopes,30030,Greenslopes,1,Acceptable,Acceptable,0
303021056,Holland Park,30030,Greenslopes,1,Acceptable,Acceptable,0
303021057,Holland Park West,30030,Greenslopes,1,Acceptable,Acceptable,0
303021058,Woolloongabba,30076,South Brisbane,1,Good,Acceptable,0
303021059,Yeronga,30054,Miller,1,Acceptable,Acceptable,0
303031060,Eight Mile Plains,30085,Toohey,1,Good,Acceptable,0
303031061,Macgregor (Qld),30085,Toohey,1,Good,Acceptable,0
303031062,Mansfield (Qld),30049,Mansfield,1,Good,Acceptable,0
303031063,Mount Gravatt,30030,Greenslopes,0.1785982,Acceptable,Acceptable,0
303031063,Mount Gravatt,30049,Mansfield,0.8214018,Good,Acceptable,0
303031064,Rochedale - Burbank,30049,Mansfield,1,Good,Acceptable,0
303031065,Upper Mount Gravatt,30049,Mansfield,1,Good,Acceptable,0
303031066,Wishart,30049,Mansfield,1,Good,Acceptable,0
303041067,Coopers Plains,30085,Toohey,1,Good,Acceptable,0
303041068,Moorooka,30054,Miller,0.3461557,Acceptable,Acceptable,0
303041068,Moorooka,30085,Toohey,0.6538443,Good,Acceptable,0
303041069,Robertson,30085,Toohey,1,Good,Acceptable,0
303041070,Salisbury - Nathan,30085,Toohey,1,Good,Acceptable,0
303041071,Tarragindi,30054,Miller,1,Acceptable,Acceptable,0
303051072,Algester,30001,Algester,1,Poor,Acceptable,0
303051073,Calamvale - Stretton,30001,Algester,0.371397,Poor,Acceptable,0
303051073,Calamvale - Stretton,30081,Stretton,0.628603,Acceptable,Acceptable,0
303051074,Pallara - Willawong,30001,Algester,1,Poor,Acceptable,0
303051075,Parkinson - Drewvale,30081,Stretton,0.2968856,Acceptable,Acceptable,0
303051075,Parkinson - Drewvale,30001,Algester,0.7031144,Poor,Acceptable,0
303051076,Rocklea - Acacia Ridge,30081,Stretton,1.00E-06,Acceptable,Acceptable,1
303051076,Rocklea - Acacia Ridge,30054,Miller,0.0351411,Acceptable,Acceptable,0
303051076,Rocklea - Acacia Ridge,30085,Toohey,0.1358874,Good,Acceptable,0
303051076,Rocklea - Acacia Ridge,30001,Algester,0.8289704,Poor,Acceptable,0
303061077,Kuraby,30081,Stretton,1,Acceptable,Acceptable,0
303061078,Runcorn,30085,Toohey,0.0532852,Good,Acceptable,0
303061078,Runcorn,30081,Stretton,0.9467148,Acceptable,Acceptable,0
303061079,Sunnybank,30085,Toohey,1,Good,Acceptable,0
303061080,Sunnybank Hills,30081,Stretton,1,Acceptable,Acceptable,0
304011081,Jindalee - Mount Ommaney,30058,Mount Ommaney,1,Good,Acceptable,0
304011082,Middle Park - Jamboree Heights,30058,Mount Ommaney,1,Good,Acceptable,0
304011083,Riverhills,30058,Mount Ommaney,1,Good,Acceptable,0
304011084,Seventeen Mile Rocks - Sinnamon Park,30058,Mount Ommaney,1,Good,Acceptable,0
304011085,Westlake,30058,Mount Ommaney,1,Good,Acceptable,0
304021086,Bellbowrie - Moggill,30056,Moggill,1,Good,Acceptable,0
304021087,Brookfield - Kenmore Hills,30056,Moggill,1,Good,Acceptable,0
304021088,Chapel Hill,30056,Moggill,1,Good,Acceptable,0
304021089,Fig Tree Pocket,30048,Maiwar,1,Good,Acceptable,0
304021090,Kenmore,30056,Moggill,1,Good,Acceptable,0
304021091,Pinjarra Hills - Pullenvale,30056,Moggill,1,Good,Acceptable,0
304031092,Chelmer - Graceville,30054,Miller,1,Acceptable,Acceptable,0
304031093,Corinda,30058,Mount Ommaney,1,Good,Acceptable,0
304031094,Indooroopilly,30056,Moggill,0.0909832,Good,Acceptable,0
304031094,Indooroopilly,30048,Maiwar,0.9090168,Good,Acceptable,0
304031095,Sherwood,30058,Mount Ommaney,0.1579298,Good,Acceptable,0
304031095,Sherwood,30054,Miller,0.8420702,Acceptable,Acceptable,0
304031096,St Lucia,30048,Maiwar,1,Good,Acceptable,0
304031097,Taringa,30048,Maiwar,1,Good,Acceptable,0
304041098,Enoggera,30025,Everton,0.4134342,Acceptable,Acceptable,0
304041098,Enoggera,30026,Ferny Grove,0.5865658,Poor,Acceptable,0
304041099,Enoggera Reservoir,30023,Cooper,1,Acceptable,Acceptable,0
304041100,Keperra,30025,Everton,0.0408439,Acceptable,Acceptable,0
304041100,Keperra,30026,Ferny Grove,0.9591561,Poor,Acceptable,0
304041101,Mitchelton,30025,Everton,0.3333655,Acceptable,Acceptable,0
304041101,Mitchelton,30026,Ferny Grove,0.6666345,Poor,Acceptable,0
304041102,Mount Coot-tha,30048,Maiwar,1,Good,Acceptable,0
304041103,The Gap,30023,Cooper,1,Acceptable,Acceptable,0
304041104,Upper Kedron - Ferny Grove,30026,Ferny Grove,1,Poor,Acceptable,0
305011105,Brisbane City,30052,McConnel,1,Good,Acceptable,0
305011106,Fortitude Valley,30052,McConnel,1,Good,Acceptable,0
305011107,Highgate Hill,30076,South Brisbane,1,Good,Acceptable,0
305011108,Kangaroo Point,30076,South Brisbane,1,Good,Acceptable,0
305011109,New Farm,30052,McConnel,1,Good,Acceptable,0
305011110,South Brisbane,30076,South Brisbane,1,Good,Acceptable,0
305011111,Spring Hill,30052,McConnel,1,Good,Acceptable,0
305011112,West End,30076,South Brisbane,1,Good,Acceptable,0
305021113,Balmoral,30008,Bulimba,1,Good,Acceptable,0
305021114,Bulimba,30008,Bulimba,1,Good,Acceptable,0
305021115,East Brisbane,30076,South Brisbane,1,Good,Acceptable,0
305021116,Hawthorne,30008,Bulimba,1,Good,Acceptable,0
305021117,Morningside - Seven Hills,30008,Bulimba,1,Good,Acceptable,0
305021118,Norman Park,30030,Greenslopes,0.0363668,Acceptable,Acceptable,0
305021118,Norman Park,30008,Bulimba,0.9636332,Good,Acceptable,0
305031119,Albion,30019,Clayfield,1,Good,Acceptable,0
305031120,Alderley,30026,Ferny Grove,0.4981126,Poor,Acceptable,0
305031120,Alderley,30080,Stafford,0.5018874,Acceptable,Acceptable,0
305031121,Ascot,30019,Clayfield,1,Good,Acceptable,0
305031122,Clayfield,30019,Clayfield,1,Good,Acceptable,0
305031123,Grange,30080,Stafford,1,Acceptable,Acceptable,0
305031124,Hamilton (Qld),30019,Clayfield,1,Good,Acceptable,0
305031125,Hendra,30019,Clayfield,1,Good,Acceptable,0
305031126,Kelvin Grove - Herston,30023,Cooper,0.2038266,Acceptable,Acceptable,0
305031126,Kelvin Grove - Herston,30052,McConnel,0.7961734,Good,Acceptable,0
305031127,Newmarket,30026,Ferny Grove,0.1194406,Poor,Acceptable,0
305031127,Newmarket,30023,Cooper,0.1320345,Acceptable,Acceptable,0
305031127,Newmarket,30080,Stafford,0.7485249,Acceptable,Acceptable,0
305031128,Newstead - Bowen Hills,30052,McConnel,1,Good,Acceptable,0
305031129,Wilston,30080,Stafford,1,Acceptable,Acceptable,0
305031130,Windsor,30019,Clayfield,1,Good,Acceptable,0
305031131,Wooloowin - Lutwyche,30019,Clayfield,1,Good,Acceptable,0
305041132,Ashgrove,30026,Ferny Grove,0.2239982,Poor,Acceptable,0
305041132,Ashgrove,30023,Cooper,0.7760018,Acceptable,Acceptable,0
305041133,Auchenflower,30048,Maiwar,1,Good,Acceptable,0
305041134,Bardon,30023,Cooper,0.4207715,Acceptable,Acceptable,0
305041134,Bardon,30048,Maiwar,0.5792285,Good,Acceptable,0
305041135,Paddington - Milton,30048,Maiwar,0.0467151,Good,Acceptable,0
305041135,Paddington - Milton,30023,Cooper,0.9532849,Acceptable,Acceptable,0
305041136,Red Hill (Qld),30023,Cooper,1,Acceptable,Acceptable,0
305041137,Toowong,30048,Maiwar,1,Good,Acceptable,0
306011138,Brinsmead,30014,Cairns,1,Good,Acceptable,0
306011139,Clifton Beach - Kewarra Beach,30004,Barron River,1,Good,Acceptable,0
306011140,Freshwater - Stratford,30014,Cairns,0.1081476,Good,Acceptable,0
306011140,Freshwater - Stratford,30004,Barron River,0.8918524,Good,Acceptable,0
306011141,Redlynch,30004,Barron River,1,Good,Acceptable,0
306011142,Trinity Beach - Smithfield,30004,Barron River,1,Good,Acceptable,0
306011143,Yorkeys Knob - Machans Beach,30004,Barron River,1,Good,Acceptable,0
306021144,Bentley Park,30060,Mulgrave,1,Good,Acceptable,0
306021145,Cairns City,30014,Cairns,1,Good,Acceptable,0
306021146,Earlville - Bayview Heights,30060,Mulgrave,0.4982056,Good,Acceptable,0
306021146,Earlville - Bayview Heights,30014,Cairns,0.5017944,Good,Acceptable,0
306021147,Edmonton,30060,Mulgrave,1,Good,Acceptable,0
306021148,Gordonvale - Trinity,30060,Mulgrave,1,Good,Acceptable,0
306021149,Kanimbla - Mooroobool,30014,Cairns,1,Good,Acceptable,0
306021150,Lamb Range,30060,Mulgrave,1.00E-07,Good,Acceptable,1
306021150,Lamb Range,30004,Barron River,0.9999999,Good,Acceptable,0
306021151,Manoora,30014,Cairns,1,Good,Acceptable,0
306021152,Manunda,30014,Cairns,1,Good,Acceptable,0
306021153,Mount Sheridan,30060,Mulgrave,1,Good,Acceptable,0
306021154,Westcourt - Bungalow,30014,Cairns,1,Good,Acceptable,0
306021155,White Rock,30060,Mulgrave,1,Good,Acceptable,0
306021156,Whitfield - Edge Hill,30014,Cairns,1,Good,Acceptable,0
306021157,Woree,30014,Cairns,3.90E-06,Good,Acceptable,1
306021157,Woree,30060,Mulgrave,0.9999961,Good,Acceptable,0
306031158,Babinda,30060,Mulgrave,0.2041171,Good,Acceptable,0
306031158,Babinda,30034,Hill,0.7958829,Good,Acceptable,0
306031159,Innisfail,30034,Hill,1,Good,Acceptable,0
306031160,Johnstone,30034,Hill,1,Good,Acceptable,0
306031161,Tully,30035,Hinchinbrook,0.3490668,Good,Acceptable,0
306031161,Tully,30034,Hill,0.6509332,Good,Acceptable,0
306031162,Wooroonooran,30034,Hill,1,Good,Acceptable,0
306031163,Yarrabah,30060,Mulgrave,1,Good,Acceptable,0
306041164,Daintree,30021,Cook,1,Good,Acceptable,0
306041165,Port Douglas,30021,Cook,1,Good,Acceptable,0
306051166,Atherton,30034,Hill,1,Good,Acceptable,0
306051167,Herberton,30034,Hill,1,Good,Acceptable,0
306051168,Kuranda,30021,Cook,0.0051871,Good,Acceptable,1
306051168,Kuranda,30004,Barron River,0.9948129,Good,Acceptable,0
306051169,Malanda - Yungaburra,30034,Hill,1,Good,Acceptable,0
306051170,Mareeba,30021,Cook,1,Good,Acceptable,0
307011171,Balonne,30090,Warrego,1,Good,Acceptable,0
307011172,Chinchilla,30015,Callide,1,Acceptable,Acceptable,0
307011173,Goondiwindi,30077,Southern Downs,1,Good,Acceptable,0
307011174,Inglewood - Waggamba,30077,Southern Downs,1,Good,Acceptable,0
307011175,Miles - Wandoan,30090,Warrego,0.1474854,Good,Acceptable,0
307011175,Miles - Wandoan,30015,Callide,0.8525146,Acceptable,Acceptable,0
307011176,Roma,30090,Warrego,1,Good,Acceptable,0
307011177,Roma Surrounds,30090,Warrego,1,Good,Acceptable,0
307011178,Tara,30077,Southern Downs,0.0041665,Good,Acceptable,1
307011178,Tara,30090,Warrego,0.9958335,Good,Acceptable,0
307021179,Crows Nest - Rosalie,30063,Nanango,0.2763384,Good,Acceptable,0
307021179,Crows Nest - Rosalie,30020,Condamine,0.7236616,Acceptable,Acceptable,0
307021180,Jondaryan,30090,Warrego,0.0076559,Good,Acceptable,1
307021180,Jondaryan,30020,Condamine,0.9923441,Acceptable,Acceptable,0
307021181,Millmerran,30077,Southern Downs,1,Good,Acceptable,0
307021182,Pittsworth,30020,Condamine,1,Acceptable,Acceptable,0
307021183,Wambo,30020,Condamine,0.0014903,Acceptable,Acceptable,1
307021183,Wambo,30015,Callide,0.1404246,Acceptable,Acceptable,0
307021183,Wambo,30090,Warrego,0.8580851,Good,Acceptable,0
307031184,Clifton - Greenmount,30020,Condamine,1,Acceptable,Acceptable,0
307031185,Southern Downs - East,30077,Southern Downs,1,Good,Acceptable,0
307031186,Southern Downs - West,30020,Condamine,0.0237206,Acceptable,Acceptable,0
307031186,Southern Downs - West,30077,Southern Downs,0.9762794,Good,Acceptable,0
307031187,Stanthorpe,30077,Southern Downs,1,Good,Acceptable,0
307031188,Stanthorpe Surrounds,30077,Southern Downs,1,Good,Acceptable,0
307031189,Warwick,30077,Southern Downs,1,Good,Acceptable,0
308011190,Central Highlands - East,30031,Gregory,1,Good,Acceptable,0
308011191,Central Highlands - West,30031,Gregory,1,Good,Acceptable,0
308011192,Emerald,30031,Gregory,1,Good,Acceptable,0
308031205,Berserker,30073,Rockhampton,1,Acceptable,Acceptable,0
308031206,Bouldercombe,30073,Rockhampton,0.039486,Acceptable,Acceptable,0
308031206,Bouldercombe,30055,Mirani,0.960514,Good,Acceptable,0
308031207,Emu Park,30041,Keppel,1,Acceptable,Acceptable,0
308031208,Frenchville - Mount Archer,30073,Rockhampton,0.3689022,Acceptable,Acceptable,0
308031208,Frenchville - Mount Archer,30041,Keppel,0.6310978,Acceptable,Acceptable,0
308031209,Glenlee - Rockyview,30041,Keppel,0.0706144,Acceptable,Acceptable,0
308031209,Glenlee - Rockyview,30055,Mirani,0.9293856,Good,Acceptable,0
308031210,Gracemere,30055,Mirani,0.0346713,Good,Acceptable,0
308031210,Gracemere,30073,Rockhampton,0.9653287,Acceptable,Acceptable,0
308031211,Lakes Creek,30041,Keppel,0.4507609,Acceptable,Acceptable,0
308031211,Lakes Creek,30073,Rockhampton,0.5492391,Acceptable,Acceptable,0
308031212,Mount Morgan,30055,Mirani,1,Good,Acceptable,0
308031213,Norman Gardens,30073,Rockhampton,0.0610073,Acceptable,Acceptable,0
308031213,Norman Gardens,30041,Keppel,0.9389927,Acceptable,Acceptable,0
308031214,Park Avenue,30073,Rockhampton,1,Acceptable,Acceptable,0
308031215,Parkhurst - Kawana,30041,Keppel,0.2321363,Acceptable,Acceptable,0
308031215,Parkhurst - Kawana,30073,Rockhampton,0.7678637,Acceptable,Acceptable,0
308031216,Rockhampton - West,30073,Rockhampton,1,Acceptable,Acceptable,0
308031217,Rockhampton City,30055,Mirani,0.0310826,Good,Acceptable,0
